chain,chain_index,sample,score
OJHRJARKVA,14 9 7 17 9 0 17 10 21 0,0.1325348057067124 -0.30344145253838084 -0.45564175993273714 0.37285128719977223 -0.2508906312573802 -0.9386836581166949 0.3378334465504931 -0.19756037691546013 0.6610691099216082 -0.9285927716424356,3.766772128635989
QVBDSHMFYZ,16 21 1 3 18 7 12 5 24 25,0.27574525463275745 0.651164052743088 -0.9089740725090221 -0.7111070402786506 0.41700693959494317 -0.46032700968256957 -0.009795371515856965 -0.5860425846268646 0.8888579981020537 0.954363765393796,4.177764536756868
GHORSTMTTY,6 7 14 17 18 19 12 19 19 24,-0.48547735020777116 -0.44837175603994206 0.08352052240891861 0.35834862416657964 0.40706603575229394 0.4619554362415841 -0.05789697964629137 0.5369269241431638 0.4886422598224729 0.8809510417727209,3.84865248489351
KYSCTLZQSS,10 24 18 2 19 11 25 16 18 18,-0.19202509583304717 0.9046466783434113 0.4440110956270835 -0.8251616229859653 0.5270262953976579 -0.15008367838221903 0.9851536572707442 0.2995107442114655 0.42650201198014814 0.42717842441705467,4.014626011880644
TWBXPVZRSW,19 22 1 23 15 21 25 17 18 22,0.48696619285690534 0.7319157606895212 -0.8924503697575921 0.8302672496250949 0.18057948595144357 0.63736653804366 0.9776917154252558 0.36302838964858863 0.4500070106916061 0.7423622343548042,4.3102970554009445
UYVDHSEAZY,20 24 21 3 7 18 4 0 25 24,0.5638906632511098 0.8676237414822205 0.6368773777265908 -0.7293498662956761 -0.4176249177525959 0.392223297819313 -0.6760335589242712 -0.9925551122191234 0.9761909767029286 0.9210205156792599,4.519248890949029
NHDYSGUVES,13 7 3 24 18 6 20 21 4 18,0.076626298186796 -0.38764684900906876 -0.7244817826636689 0.9184238706311643 0.42773998486507114 -0.48604906324635455 0.5495473850239099 0.6898660814736084 -0.6834151790549199 0.4360924365795047,4.22296738823891
TABQNRFDBA,19 0 1 16 13 17 5 3 1 0,0.4979886053546989 -0.9621149693692748 -0.8871778277505815 0.2970145166414584 0.056664005494401204 0.3325844765341901 -0.5490727016645589 -0.7439668126853038 -0.9025868382073707 -0.9367568555557957,4.106215769485431
ARXTPKLAOG,0 17 23 19 15 10 11 0 14 6,-0.9833419758833737 0.3099275569682183 0.8044099392864492 0.519419066570574 0.17548107401972657 -0.17326511640146758 -0.08315111308686363 -0.9335767829124293 0.14036046590542917 -0.4846491372048267,3.5901149301182653
YXYHJROZVD,24 23 24 7 9 17 14 25 21 3,0.8555166191524806 0.8175814059938458 0.8617149326574274 -0.42527844636074064 -0.25262819590957886 0.31100982770318675 0.1158072634813172 0.9434172414394357 0.6197757728898532 -0.7478493506984312,4.042424191824704
YJSDQHNUMT,24 9 18 3 16 7 13 20 12 19,0.8471266728937739 -0.23337325946532905 0.45598044479352295 -0.7043864858354867 0.25874280400376914 -0.4346456151386997 0.07688465698728697 0.5718020424090644 -0.05420265621018738 0.5147323533161225,3.7082814625149756
YYRJOEXYNJ,24 24 17 9 14 4 23 24 13 9,0.8852781060415149 0.8500641983811512 0.33234888008579766 -0.2776424779883333 0.12305070881011226 -0.6552122693528251 0.7848973892351125 0.8625304875881064 0.07518807064525745 -0.2480845016990776,3.6732085635048297
CVOMZUSVTJ,2 21 14 12 25 20 18 21 19 9,-0.812164001417707 0.6437575882565694 0.133866718742502 -0.06407518882992713 0.9551081278059821 0.5549532348432569 0.3860756427289316 0.6602735898566665 0.47791827736348025 -0.2819254212050075,3.965735090768924
MPITMSBFWR,12 15 8 19 12 18 1 5 22 17,-0.04095058640179694 0.2109194197239641 -0.38243828878863995 0.5123512113740836 -0.026234461674467413 0.416169804867738 -0.8532044423005367 -0.5814787973993198 0.7221449618910525 0.3446416226415483,3.6919495991155817
XAABYEFFZO,23 0 0 1 24 4 5 5 25 14,0.7931387491368793 -0.9404157845558649 -0.9830409404002789 -0.8524388017991842 0.8608401486805843 -0.6193717110156494 -0.5759887354342623 -0.6108613573829689 0.9379197131418344 0.12988037236128935,4.269238334319674
CYVUQKVWKF,2 24 21 20 16 10 21 22 10 5,-0.7901013482714043 0.8724730976316677 0.6428056861469296 0.5507302463070081 0.27435879280362796 -0.1680513037550666 0.6542553267343933 0.7191779677973931 -0.1658442638795834 -0.5921352982100787,4.087568379058158
ATLROMWMRY,0 19 11 17 14 12 22 12 17 24,-0.9809663001933644 0.4696405791743037 -0.1483123321679516 0.3497915781882437 0.10122319316896133 -0.003778887313584889 0.7400032779258368 -0.05488648127059603 0.37662300545572025 0.8993956957095988,3.4173343590514134
NIENZRUOFK,13 8 4 13 25 17 20 14 5 10,0.04088860292170304 -0.35440616491776655 -0.6189125330707479 0.05024250522746687 0.9642916165845112 0.3589517367570978 0.5585849762598343 0.11500772044245089 -0.5892859987135328 -0.20174291079447793,3.5229573766716773
EDFIWIWPQQ,4 3 5 8 22 8 22 15 16 16,-0.6458640084352907 -0.6967009864903411 -0.6146962220063663 -0.352530967868498 0.743312194306037 -0.3655155848450822 0.768990786309945 0.20120209928198585 0.25018363920101483 0.23200366261612237,3.958216146731154
BABBXWXWUY,1 0 1 1 23 22 23 22 20 24,-0.8509634152723682 -0.9406331077374823 -0.9200819899315906 -0.8902619066859867 0.7725868746164932 0.7640714097391612 0.8231624780766216 0.7159699843896212 0.5434994466391121 0.854504470047641,4.338630742909718
WFWCTHTOXD,22 5 22 2 19 7 19 14 23 3,0.731653992543122 -0.5907455022174546 0.7293423569521287 -0.8425944038184876 0.48707485436115405 -0.4351156036863777 0.46952213217227023 0.1445960244363662 0.8405859886941538 -0.7541232015576207,4.315651537243831
FWCKQYZRIV,5 22 2 10 16 24 25 17 8 21,-0.5997560598439977 0.6977090290374417 -0.843622386703208 -0.16106880559547454 0.24964839478250345 0.8645204033494116 0.9559310872178146 0.32392731684999365 -0.36468788025377297 0.6797415319629432,4.092707193938484
CUQTZJTWEC,2 20 16 19 25 9 19 22 4 2,-0.7823219790172606 0.5830738659929648 0.23790262922236272 0.5251966410570208 0.9432877281948271 -0.3023227963311166 0.5110751080130169 0.7534170651531331 -0.6380226003249967 -0.8184804524844751,4.336785465863752
HKIJVANZOY,7 10 8 9 21 0 13 25 14 24,-0.4326513341163942 -0.18440932243912078 -0.32038662097381176 -0.30050245964508826 0.6875244214585525 -0.9759695109519213 0.00990237115634618 0.9446198273493618 0.11023240725149952 0.900416633714644,3.633580837263733
FNJRLFBYXA,5 13 9 17 11 5 1 24 23 0,-0.5533885912347858 0.0036872258172113703 -0.27461420241375656 0.371441085054828 -0.12173503225298732 -0.5850790563601427 -0.921495466667692 0.8580725866050618 0.7793235059961992 -0.9999536002416822,3.9210700268155567
EJGNKAODBJ,4 9 6 13 10 0 14 3 1 9,-0.622248400545389 -0.2930830648011409 -0.47117608562686497 0.06710908320118247 -0.1697080156117834 -0.9976537948105639 0.15341800570762198 -0.7113097864030984 -0.9193754822343407 -0.2429650751257646,3.662073788122257
XHZUAICQZF,23 7 25 20 0 8 2 16 25 5,0.7843904531122416 -0.4334123554158118 0.976499214396759 0.5489451929229725 -0.9504019100999193 -0.3163253734675777 -0.8118589982953235 0.2899429217736471 0.9548950495719781 -0.6127625518925706,4.356493414664346
EWJBJOWFQH,4 22 9 1 9 14 22 5 16 7,-0.6245799707912596 0.7573456541415302 -0.3001745262867044 -0.9044026110942296 -0.270606712750155 0.07819381617728793 0.7558496292213008 -0.5999048132508915 0.29563907188976923 -0.4382190098644223,3.9741698264810776
EBQEJESXQW,4 1 16 4 9 4 18 23 16 22,-0.6814895267326482 -0.9219355768205248 0.29039979698787266 -0.6297467014640754 -0.28409096466405903 -0.6214682325177785 0.44661976018806904 0.8183824284895438 0.2921906942056467 0.7043284372278116,4.232602435928317
HAKCHXOCYB,7 0 10 2 7 23 14 2 24 1,-0.4121624809834328 -0.9724609093914509 -0.16837553993262855 -0.8136420488443747 -0.4376302301608188 0.8271081571355277 0.13804877544448058 -0.8020331529553302 0.8756088198702658 -0.8985485132751698,3.9807796667617095
SAHYXCYZBI,18 0 7 24 23 2 24 25 1 8,0.4346599943787892 -0.9381331959987069 -0.4130400464928372 0.8531567127937971 0.8144925283812492 -0.7868221787354761 0.8544577026565865 0.9786307631625639 -0.8806954629509931 -0.339981595305632,4.307037077552529
TOYNAJWFKE,19 14 24 13 0 9 22 5 10 4,0.49503802659243035 0.1284520383565102 0.8796337215244665 0.0731261496984903 -0.9618238132435721 -0.2552844537271435 0.7243582629928667 -0.5676116574785679 -0.17050991159477524 -0.6672118518434851,3.781626710448212
WWQZESLAGK,22 22 16 25 4 18 11 0 6 10,0.7170075537116407 0.7276527113304645 0.25638134226458065 0.9946822562264257 -0.6414996624063243 0.39752732485607334 -0.11208410950262082 -0.9917509907628552 -0.4668892591631888 -0.18151012035848946,4.031842802561517
NPYMJXYHTZ,13 15 24 12 9 23 24 7 19 25,0.04831925784667912 0.17741258706908747 0.9122322267851442 -0.029622354304486898 -0.30614676326342516 0.8391204034330488 0.91499124869611 -0.4194669132714308 0.4718309154034861 0.930509154125212,3.634302906903273
SSMCKXYVOL,18 18 12 2 10 23 24 21 14 11,0.43284313170544664 0.4473538375239392 -0.04330177266554491 -0.7790090741500266 -0.20413299778795713 0.80433210610713 0.8511450220433712 0.6650983929686791 0.12017726030106446 -0.13342048754204372,3.6061902125829133
IPKKOPTYPP,8 15 10 10 14 15 19 24 15 15,-0.36356365684034975 0.17652142866175335 -0.19453558074925348 -0.20723526967423944 0.07704609624893655 0.1694386119212017 0.46588349040275245 0.9088292267729703 0.20548749163897195 0.18855590460124683,2.9035555222323066
YLDCOJUPGA,24 11 3 2 14 9 20 15 6 0,0.9188005588892605 -0.10518209593338779 -0.7040922452587597 -0.823853168419076 0.11738276240170586 -0.27446480584034494 0.5774338162730932 0.22695587555116958 -0.49523692645838713 -0.9912084874008726,3.836443926408141
ZICDFDJCPM,25 8 2 3 5 3 9 2 15 12,0.9709489818357149 -0.31328921430422363 -0.8042615771013968 -0.718683351197615 -0.6036073610967663 -0.7165213023874659 -0.23248362263999844 -0.8274318497267081 0.17395795655025625 -0.03109789852047773,3.861822500750588
KHLGUVOUBU,10 7 11 6 20 21 14 20 1 20,-0.21230634920009628 -0.44750171807734396 -0.15314870781526335 -0.5060992699823081 0.5760902617850292 0.6299153370343509 0.08403690257812646 0.5486425324611761 -0.8659999664933566 0.6066057189834981,3.9384994478670703
RAIMUBXJGM,17 0 8 12 20 1 23 9 6 12,0.3117698712066548 -0.9645669897497184 -0.3388547145868406 -0.04986700562327373 0.5640581263742135 -0.849080755414418 0.8355237394712871 -0.2665022976940097 -0.4619241018794644 -0.06847763555008579,3.740417807600363
EPMFLPARGQ,4 15 12 5 11 15 0 17 6 16,-0.69125559018551 0.18456623694230156 -0.04346472999023132 -0.5888865328667283 -0.1310238833456827 0.20532011263991312 -0.9348500200322096 0.3548863896123935 -0.5258263498517721 0.2513646858307266,3.4891326975769066
SUKNGVWOTG,18 20 10 13 6 21 22 14 19 6,0.4351932572237678 0.5474784934737471 -0.2268322648365635 0.055747218139375 -0.4890226034567402 0.6428963578282434 0.7675139802290243 0.1425165315299024 0.4642433366656473 -0.4680264050704652,3.8290723664818214
PHMZSYZUDI,15 7 12 25 18 24 25 20 3 8,0.18978306284094293 -0.40912026809804836 -0.06354806677381641 0.950605413390212 0.39715423107971826 0.8627879154228904 0.969627214733233 0.5996894590861008 -0.7631602382975402 -0.31096570419241476,3.97230695625758
HYBNFGYPWD,7 24 1 13 5 6 24 15 22 3,-0.41213993181696607 0.8799916028108086 -0.8984399553770999 0.0499450528975931 -0.5541414336627923 -0.4939055743850471 0.8703190350110876 0.22302361782762947 0.7683446867027881 -0.7547593382539348,4.097692497600189
IMWEKKIQRK,8 12 22 4 10 10 8 16 17 10,-0.308145023175159 -0.02268998653300014 0.7573766899036007 -0.6487656842326857 -0.19795585678175542 -0.19000229745646657 -0.37748190016648175 0.26050485568972803 0.329438204463244 -0.2069054325590416,3.24367680067018
RRRZGJHGUE,17 17 17 25 6 9 7 6 20 4,0.3445571375412555 0.3433574486451998 0.3542617595006172 0.9327461132407946 -0.5341000706951204 -0.3051352035121284 -0.45061190659661876 -0.5376361580810445 0.6007945052227577 -0.6576828707189866,4.176687660477459
RIJWRLBSAH,17 8 9 22 17 11 1 18 0 7,0.3430100716580584 -0.38461514836543986 -0.29565508307634514 0.7153422725432004 0.3711492424661711 -0.12922883592919154 -0.9106198190469232 0.4411340366212999 -0.9504393797413739 -0.4208323007843704,3.9992581006013563
ZEBQJBBJYV,25 4 1 16 9 1 1 9 24 21,0.9395671329839299 -0.6430929739918341 -0.872033114805258 0.26243686932105925 -0.30087346290924066 -0.861251867663251 -0.8618881452331439 -0.2456040319265751 0.8816109119243385 0.6324145876487479,4.1206731196038255
PAQZCTWSFY,15 0 16 25 2 19 22 18 5 24,0.20832052921559963 -0.9355440403038007 0.24758171444616317 0.9536826981566524 -0.8280663262392927 0.4909311503545224 0.7326215708596364 0.43529342541676885 -0.5886132948383005 0.8533265825023151,4.2238064844434895
UOBNOMCXPQ,20 14 1 13 14 12 2 23 15 16,0.549925971882639 0.10512660190485246 -0.8481600787335555 0.0416351125945984 0.12797860760742275 -0.0536263353800841 -0.8455914172493748 0.7966923651912885 0.21114806974057987 0.23318969665670153,3.097165860548355
CONLCGXPIC,2 14 13 11 2 6 23 15 8 2,-0.813646629525455 0.12271776611562357 0.03330826635443773 -0.14446897449391383 -0.8387597564467735 -0.5151385153327555 0.8000148135813043 0.15434471372287528 -0.32456097762393865 -0.8241531020578801,3.466833897299527
TTCVQLUKMQ,19 19 2 21 16 11 20 10 12 16,0.47562449997470435 0.4936155444646593 -0.8167044749299914 0.6747706700377234 0.2453338294178602 -0.12703785021288128 0.5921519255379715 -0.20107309628587444 -0.04755653299904106 0.2507838601588783,3.56499658133264
TGMBTPHBMR,19 6 12 1 19 15 7 1 12 17,0.49742572107624405 -0.5163324105993308 -0.05453632911063622 -0.8833140149111209 0.5236019552230025 0.19871022191985643 -0.41025783398989746 -0.8564067138601978 -0.07466096965726265 0.31100903039009253,3.7292332748216386
CLVTHNWFND,2 11 21 19 7 13 22 5 13 3,-0.815453571172569 -0.09738217089063483 0.6361336418909713 0.4871734234925613 -0.39494412614298446 0.0031446639078431815 0.7353125329368293 -0.5533731475467338 0.07621241257467415 -0.7114619047851347,3.7968318861156125
CHLUIXCNBI,2 7 11 20 8 23 2 13 1 8,-0.8372925082133036 -0.41593278439475 -0.09683659851296667 0.6063263755259802 -0.3845229924013256 0.782630106841165 -0.8151839667663858 0.06515470015764224 -0.8608279063502307 -0.34592976212636484,3.906966202211017
USDZOPGZKJ,20 18 3 25 14 15 6 25 10 9,0.5535556120984229 0.44485882738002736 -0.7220348717192846 0.9268350344159104 0.09961988477814199 0.19953164451342675 -0.49955314472727985 0.9371579524377289 -0.16361718774739376 -0.28110703483882316,3.826937735095744
WNNYMJLUIG,22 13 13 24 12 9 11 20 8 6,0.7369015183343592 0.07456414139980327 0.00488393746998983 0.8717524376077652 -0.01396094452572072 -0.25301090840402374 -0.11715043979732997 0.5480414682948158 -0.35483150106107453 -0.4780071122531999,3.265298323519748
MRQVYMLPBS,12 17 16 21 24 12 11 15 1 18,-0.05805401099556562 0.31396843652917683 0.25156087575587494 0.6309685235439948 0.9105861683593683 -0.05242704090507333 -0.136332298870818 0.16065483132883362 -0.9072691951491536 0.4606034400260781,3.3026773568074614
OJPPLZLRQU,14 9 15 15 11 25 11 17 16 20,0.12927371739397375 -0.2585810483027904 0.16985554893288257 0.206168244787031 -0.13546955089221524 0.9374392163103897 -0.0884777161609136 0.34889603511259404 0.26678480278152916 0.549133416391437,2.9910665672332972
ISPIVUNUDA,8 18 15 8 21 20 13 20 3 0,-0.3105424511522017 0.3899945898525361 0.15989351733771873 -0.35867398636364234 0.6708720611895604 0.5651974269088287 0.05325946690490646 0.5385018608634138 -0.6997548502101998 -0.942893566324478,3.9253676001406466
BPCFWULAOR,1 15 2 5 22 20 11 0 14 17,-0.9218181337893518 0.2126894029283024 -0.8407296800644763 -0.5794332297425506 0.7612381215687172 0.5572391839085422 -0.11790451132172053 -0.9945921524277042 0.1216448281910898 0.38379479391277993,3.916251750168201
TIYUCHZXXZ,19 8 24 20 2 7 25 23 23 25,0.4673366079058452 -0.3246709426825871 0.8677029510761576 0.5496013135781177 -0.7899000712830315 -0.4211206798342808 0.9316378505950058 0.806844556049706 0.7912041267118146 0.9974850600332874,4.415439261542197
ZMVHHCLHNQ,25 12 21 7 7 2 11 7 13 16,0.9880906622889132 -0.023441504001902258 0.6590437735926145 -0.43686960371034655 -0.4363744226443913 -0.7744136393636118 -0.14394450761757538 -0.43658377968515194 0.01925671740123014 0.28242099323632264,3.6622544033105986
FRXWGDNGPF,5 17 23 22 6 3 13 6 15 5,-0.6069998203842661 0.3395019083115305 0.8056053525768652 0.6957348043353813 -0.5312088745561407 -0.7353479134888508 0.003530296542602951 -0.49590154083331206 0.1657199254409698 -0.576732444896338,4.049604757652862
FCLLKTWFHJ,5 2 11 11 10 19 22 5 7 9,-0.5833913983521395 -0.8351840146156306 -0.14404441634250809 -0.08221459385290397 -0.1551222981249003 0.4913161137312747 0.747604721854199 -0.5576909956122951 -0.4410132533319904 -0.2319711217604763,3.7049074506136823
MXPRPJPSXW,12 23 15 17 15 9 15 18 23 22,-0.011562719789061982 0.7835926678255614 0.22435992120043058 0.34716322840705205 0.20586545867051287 -0.2897779073475426 0.2117611196819127 0.45573408999534615 0.8331243281361369 0.7535673068912287,3.530718056761622
FLRBELQUKT,5 11 17 1 4 11 16 20 10 19,-0.5603437326981475 -0.12129027318225916 0.37345858399946197 -0.886885128858329 -0.6211582748234727 -0.1175857995980718 0.2592667739161516 0.5909137504206305 -0.2106800731984666 0.47065636318328496,3.7235973926078327
ORQBVQTDSP,14 17 16 1 21 16 19 3 18 15,0.1039857897385934 0.3606467815935075 0.2419910769980902 -0.9118393382429031 0.6751365776224609 0.23363838827713157 0.5251335044885721 -0.7284921426763311 0.45152214281782754 0.1792029275344147,3.741492406860552
WBVRTMACXE,22 1 21 17 19 12 0 2 23 4,0.7233148314466702 -0.8738861807254565 0.6755504313742751 0.3655403071026109 0.5369533942127349 -0.045123364995238724 -0.9668684456840111 -0.8212597152300496 0.828172123375222 -0.6193675843968938,4.260197383524762
OTXKJEEMVS,14 19 23 10 9 4 4 12 21 18,0.1217311559170835 0.5274796251608269 0.7994739666598603 -0.20531972687509326 -0.2892021944178498 -0.6325092345088725 -0.624830497452898 -0.059252958995967164 0.6585349951287947 0.43873387839976186,3.7820275678672144
WSPLGDURQQ,22 18 15 11 6 3 20 17 16 16,0.7448936061439217 0.43670815885530345 0.17582024384649841 -0.13116124429674492 -0.47443604441649745 -0.7342461733601622 0.5898497991769667 0.33414445339227816 0.282330377421949 0.2948075033041242,3.7426352990960265
FJBLVKIZND,5 9 1 11 21 10 8 25 13 3,-0.5520078540297042 -0.2940607880964754 -0.8612909214622735 -0.12908650689392887 0.6400535735474697 -0.19244756018545983 -0.3638081786033396 0.9526685563513115 0.022210011720181333 -0.7617760128796558,3.7363770103461147
XSVMRYEDSM,23 18 21 12 17 24 4 3 18 12,0.7696830470807046 0.45962504981862895 0.6651519010596605 -0.05812593733584848 0.37299144853674693 0.8975305597897698 -0.6528480193858157 -0.7135172756918824 0.4479381155576463 -0.06541395090092306,4.008107091079125
JYWYNPNMKC,9 24 22 24 13 15 13 12 10 2,-0.30635409308674233 0.8604819675077215 0.7394852479134382 0.8637476246371056 0.03314622261274769 0.21747548509434478 0.011119649648828833 -0.01356017936365106 -0.17134270422398878 -0.8150326695405534,3.1130962562628324
